recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,ID
5369,608.027,264.777,23.811,0.115,1.232,0.121,31802.0
5370,326.228,265.679,20.141,0.018,0.707,0.026,31803.0
5371,327.816,269.353,22.6,0.094,0.965,0.107,31803.01
5372,341.959,265.799,20.297,0.034,0.783,0.083,31804.01
5373,430.843,265.678,24.122,0.21,1.077,0.234,31806.0
5374,449.393,266.215,22.169,0.092,0.936,0.098,31807.0
5375,615.776,266.362,24.469,0.174,1.574,0.234,31808.0
5376,613.901,268.1,23.242,0.081,1.117,0.09,31808.01
5377,363.076,267.35,24.191,0.143,1.326,0.166,31811.0
5378,571.083,267.041,21.976,0.03,0.794,0.103,31812.0
5379,725.811,266.675,24.606,0.221,1.058,0.317,31813.0
5380,80.532,268.98,24.037,0.13,1.347,0.143,31817.0
5381,147.974,269.075,20.172,0.047,0.767,0.053,31818.0
5382,248.953,268.728,23.034,0.032,0.975,0.108,31819.0
5383,260.336,268.699,20.604,0.019,0.718,0.028,31820.0
5384,412.325,268.923,20.485,0.016,0.665,0.027,31823.0
5385,415.326,268.57,22.566,0.046,0.985,0.079,31823.01
5386,68.123,270.25,24.556,0.195,1.35,0.245,31825.0
5387,472.65,269.985,20.838,0.016,0.806,0.179,31826.0
5388,526.212,269.962,21.793,0.039,0.854,0.05,31827.0
5389,242.935,270.885,21.251,0.011,0.738,0.029,31829.0
5390,194.035,271.897,20.404,0.024,0.677,0.042,31831.0
5391,226.114,271.981,23.756,0.202,1.196,0.234,31832.0
5392,430.078,271.591,19.985,0.017,0.718,0.033,31833.0
5393,423.133,273.199,17.968,0.007,0.96,0.009,31833.01
5394,418.114,277.654,24.466,0.177,1.329,0.229,31833.02
5395,426.2,279.75,20.499,0.016,0.72,0.029,31833.03
5396,501.877,271.913,25.694,0.296,1.751,0.428,31834.0
5397,582.644,272.108,24.399,0.221,1.204,0.311,31835.0
5398,624.18,271.613,24.012,0.063,1.282,0.084,31836.0
5399,51.986,273.105,21.513,0.026,0.796,0.052,31837.0
5400,58.452,274.116,22.901,0.173,1.125,0.174,31837.01
5401,92.958,272.882,22.228,0.064,0.947,0.074,31838.0
5402,209.097,272.807,20.412,0.015,0.711,0.024,31839.0
5403,232.895,272.735,22.991,0.047,1.85,0.059,31840.0
5404,291.328,272.885,21.8,0.028,0.799,0.043,31841.0
5405,26.193,274.405,22.809,0.118,1.077,0.149,31843.0
5406,365.019,273.796,21.904,0.025,0.785,0.129,31847.0
5407,375.504,273.737,24.172,0.072,1.214,0.101,31848.0
5408,512.533,274.232,21.24,0.031,0.752,0.047,31850.0
5409,219.794,274.937,24.675,0.168,1.398,0.242,31851.0
5410,303.909,275.118,24.002,0.068,1.369,0.144,31852.0
5411,302.916,277.72,23.505,0.121,1.146,0.139,31852.01
5412,300.626,277.665,22.26,0.07,0.842,0.076,31852.02
5413,533.927,274.826,22.884,0.046,0.999,0.051,31853.0
5414,723.915,275.009,21.276,0.021,0.772,0.035,31854.0
5415,726.897,275.12,24.497,0.298,1.445,0.305,31854.01
5416,257.442,275.893,21.533,0.043,0.921,0.045,31857.0
5417,381.022,276.061,21.902,0.034,0.865,0.037,31858.0
5418,378.146,278.608,21.801,0.023,0.908,0.046,31858.01
5419,379.494,285.873,19.481,0.013,1.669,0.019,31858.02
5420,456.171,275.752,21.624,0.045,0.823,0.049,31859.0
5421,554.282,275.853,20.027,0.016,0.682,0.027,31860.0
5422,600.844,276.23,21.174,0.019,0.855,0.224,31861.0
5423,601.107,280.159,20.496,0.02,0.705,0.034,31861.01
5424,602.15,282.984,22.625,0.064,0.99,0.072,31861.02
5425,68.62,277.308,23.513,0.079,1.156,0.128,31862.0
5426,69.604,279.849,23.611,0.095,1.135,0.113,31862.01
5427,179.174,276.783,24.7,0.078,1.052,0.141,31863.0
5428,437.708,276.798,19.235,0.023,0.876,0.027,31864.0
5429,6.541,277.979,19.648,0.012,0.804,0.028,31865.0
5430,12.09,280.937,22.967,0.054,1.077,0.072,31865.01
5431,16.29,282.293,21.449,0.032,0.824,0.037,31865.02
5432,240.132,277.624,23.178,0.151,1.078,0.159,31866.0
5433,275.141,277.74,22.264,0.056,0.876,0.103,31867.0
5434,312.959,277.899,22.947,0.065,1.096,0.075,31870.0
5435,352.756,277.957,23.084,0.075,1.086,0.208,31871.0
5436,73.963,278.638,24.178,0.141,1.321,0.165,31873.0
5437,170.341,278.909,21.558,0.03,0.8,0.036,31874.0
5438,387.114,279.05,21.526,0.024,0.805,0.033,31877.0
5439,452.444,279.006,24.101,0.058,1.27,0.157,31878.0
5440,460.083,278.495,21.59,0.02,0.781,0.062,31879.0
5441,733.066,278.724,21.592,0.014,0.786,0.054,31880.0
5442,37.95,280.099,20.928,0.007,0.728,0.02,31882.0
5443,41.648,281.565,23.854,0.17,1.236,0.217,31882.01
5444,81.321,280.448,23.989,0.064,1.142,0.073,31884.0
5445,187.037,279.494,22.468,0.06,0.912,0.075,31885.0
5446,521.633,280.169,23.624,0.084,1.089,0.147,31887.0
5447,569.197,279.456,23.495,0.082,1.152,0.142,31888.0
5448,110.07,285.516,21.028,0.074,0.759,0.085,31894.0
5449,109.131,283.646,21.429,0.026,0.835,0.037,31894.01
5450,109.453,280.708,22.131,0.088,0.928,0.102,31894.02
5451,218.715,281.319,21.406,0.036,0.797,0.042,31895.0
5452,264.902,280.635,21.495,0.025,0.798,0.038,31896.0
5453,270.135,280.581,20.502,0.137,0.658,0.22,31896.01
5454,476.708,281.113,22.733,0.059,0.93,0.099,31898.0
5455,473.972,282.793,24.883,0.313,1.412,0.359,31898.01
5456,251.961,282.242,23.208,0.259,1.211,0.262,31903.0
5457,280.428,281.863,21.477,0.04,0.792,0.063,31904.0
5458,292.127,283.205,23.644,0.158,1.159,0.239,31907.0
5459,461.928,282.748,22.937,0.114,1.157,0.149,31908.0
5460,54.942,287.083,20.489,0.03,0.678,0.052,31911.0
5461,330.006,283.555,24.579,0.194,1.501,0.23,31912.0
5462,330.256,292.915,24.816,0.248,1.409,0.282,31912.01
5463,360.153,283.882,24.666,0.302,1.351,0.319,31913.0
5464,357.326,286.577,21.36,0.015,0.781,0.019,31913.01
5465,356.583,289.118,22.718,0.062,0.924,0.09,31913.02
5466,507.495,283.848,22.543,0.095,0.964,0.109,31914.0
5467,78.577,285.278,21.182,0.025,0.782,0.094,31917.0
5468,90.114,285.043,20.062,0.026,0.627,0.094,31918.0
5469,226.705,284.783,22.262,0.038,0.928,0.057,31919.0
5470,271.489,285.612,22.801,0.175,1.014,0.196,31921.0
5471,427.129,285.953,25.241,0.239,1.575,0.264,31923.0
5472,633.719,285.895,22.998,0.151,1.182,0.156,31924.0
5473,126.042,287.182,22.895,0.127,0.943,0.156,31926.0
5474,284.519,287.359,19.643,0.006,0.757,0.011,31927.0
5475,293.035,287.191,23.567,0.115,1.022,0.173,31928.0
5476,523.792,286.741,20.672,0.012,0.704,0.025,31930.0
5477,596.875,287.049,23.258,0.159,1.047,0.172,31931.0
5478,604.261,287.174,24.761,0.187,1.5,0.233,31932.0
5479,196.114,287.542,21.977,0.038,0.822,0.059,31935.0
5480,235.333,287.598,23.063,0.053,1.023,0.061,31936.0
5481,244.158,288.308,22.798,0.067,1.026,0.098,31937.0
5482,344.054,287.978,24.513,0.035,1.304,0.063,31938.0
5483,341.262,290.964,23.892,0.045,2.66,0.057,31938.01
5484,337.028,289.445,22.09,0.058,0.862,0.077,31938.02
5485,576.589,288.411,23.5,0.071,1.06,0.096,31940.0
5486,8.199,288.472,22.875,0.087,1.006,0.103,31941.0
5487,177.244,289.164,23.676,0.222,1.254,0.232,31942.0
5488,419.677,288.835,22.951,0.142,1.042,0.163,31944.0
5489,419.121,292.041,24.972,0.245,1.563,0.299,31944.01
5490,590.144,288.926,23.286,0.078,0.98,0.147,31945.0
5491,608.507,289.027,21.344,0.052,0.793,0.058,31946.0
5492,731.639,288.543,22.658,0.063,0.762,0.121,31947.0
5493,45.413,290.325,24.093,0.192,1.217,0.229,31949.0
5494,42.613,291.528,23.538,0.043,1.261,0.155,31949.01
5495,46.336,295.009,20.676,0.036,0.765,0.053,31949.02
5496,48.069,306.331,20.944,0.032,0.776,0.038,31949.04
5497,312.319,289.727,21.013,0.067,0.78,0.072,31952.0
5498,627.538,289.958,21.775,0.028,0.925,0.051,31954.0
5499,678.201,289.852,20.615,0.022,0.707,0.026,31955.0
5500,23.344,291.395,21.248,0.029,0.757,0.037,31956.0
5501,27.71,291.796,21.189,0.01,0.744,0.024,31956.01
5502,30.737,291.563,24.036,0.143,1.334,0.181,31956.02
5503,353.565,290.602,24.02,0.078,1.155,0.13,31958.0
5504,413.56,290.473,20.965,0.043,0.828,0.048,31959.0
5505,440.918,291.225,23.27,0.066,1.181,0.081,31960.0
5506,478.407,290.81,21.412,0.019,0.782,0.043,31961.0
5507,170.132,306.428,20.342,0.026,0.831,0.042,31967.01
5508,454.28,291.959,22.095,0.037,0.892,0.051,31969.0
5509,548.97,292.015,24.561,0.158,1.31,0.318,31970.0
5510,4.631,293.304,24.445,0.156,1.27,0.22,31971.0
5511,201.291,292.898,23.596,0.101,1.047,0.299,31976.0
5512,226.158,292.83,21.609,0.042,0.827,0.05,31977.0
5513,225.272,294.865,22.931,0.084,1.042,0.109,31977.01
5514,251.95,293.098,22.311,0.049,0.96,0.072,31978.0
5515,252.441,296.003,21.868,0.038,0.815,0.051,31978.01
5516,324.205,293.219,23.841,0.135,1.196,0.141,31979.0
5517,640.302,296.214,23.034,0.12,1.036,0.13,31981.01
5518,667.099,293.182,21.39,0.023,0.756,0.047,31982.0
5519,195.595,294.071,22.828,0.109,1.063,0.143,31984.0
5520,387.755,293.844,24.144,0.173,1.385,0.181,31985.0
5521,485.017,293.9,24.616,0.11,1.327,0.217,31986.0
5522,607.508,293.716,22.012,0.245,0.839,0.247,31987.0
5523,87.938,295.12,24.851,0.281,1.392,0.312,31989.0
5524,101.031,294.687,23.625,0.213,1.178,0.232,31990.0
5525,146.007,295.307,21.121,0.019,0.757,0.033,31991.0
5526,217.795,295.185,19.811,0.083,0.683,0.084,31993.0
5527,379.691,294.589,21.041,0.015,0.735,0.022,31995.0
5528,448.499,294.875,23.785,0.219,1.4,0.243,31996.0
5529,447.465,297.624,23.738,0.119,1.231,0.159,31996.01
5530,447.243,301.711,21.312,0.03,0.814,0.031,31996.02
5531,542.374,296.418,23.996,0.152,1.207,0.194,31998.0
5532,34.147,296.5,21.882,0.031,0.845,0.037,32000.0
5533,345.066,297.357,23.587,0.103,1.167,0.156,32001.0
5534,456.761,297.243,21.567,0.043,0.76,0.06,32002.0
5535,581.442,297.18,22.637,0.045,2.51,0.047,32003.0
5536,588.12,297.199,21.497,0.02,0.785,0.034,32004.0
5537,597.962,297.084,21.044,0.026,0.733,0.031,32005.0
5538,307.601,298.373,24.125,0.094,1.256,0.095,32006.0
5539,470.968,297.638,23.247,0.042,0.999,0.129,32008.0
5540,110.033,299.688,20.456,0.015,0.707,0.022,32012.0
5541,356.77,303.891,19.969,0.007,0.698,0.019,32013.0
5542,570.021,299.917,24.384,0.096,1.261,0.228,32014.0
5543,668.859,300.673,23.05,0.46,1.049,0.469,32018.0
5544,666.606,304.501,23.045,0.059,2.885,0.06,32018.01
5545,74.133,302.985,24.458,0.263,1.328,0.292,32020.0
5546,104.043,302.815,21.462,0.026,0.891,0.181,32021.0
5547,101.322,303.849,20.241,0.014,0.718,0.022,32021.01
5548,104.509,306.653,23.089,0.035,1.036,0.045,32021.02
5549,374.232,303.128,21.15,0.067,0.76,0.075,32022.0
5550,396.242,302.863,21.789,0.013,0.787,0.067,32023.0
5551,141.671,304.175,20.886,0.038,0.789,0.097,32028.0
5552,266.219,303.861,24.355,0.04,1.39,0.106,32029.0
5553,302.339,303.501,21.413,0.051,0.837,0.056,32030.0
5554,316.992,303.552,20.84,0.012,0.722,0.021,32031.0
5555,558.198,303.875,22.225,0.033,0.969,0.045,32034.0
5556,383.079,304.818,19.516,0.011,0.785,0.023,32037.0
5557,378.989,306.896,22.559,0.016,0.919,0.045,32037.01
5558,499.3,304.446,22.195,0.036,0.857,0.045,32038.0
5559,523.253,304.675,21.886,0.042,0.724,0.092,32039.0
5560,521.995,308.231,22.131,0.067,0.882,0.143,32039.01
5561,520.945,312.958,19.698,0.011,0.758,0.049,32039.02
5562,611.965,304.802,23.129,0.264,1.16,0.268,32040.0
5563,622.967,304.671,24.341,0.183,1.422,0.214,32041.0
5564,625.989,309.365,21.354,0.096,1.942,0.104,32041.01
5565,33.802,306.329,22.208,0.063,0.803,0.079,32043.0
5566,36.477,309.447,21.895,0.042,0.792,0.066,32043.01
5567,158.822,306.044,22.475,0.023,0.975,0.048,32045.0
5568,458.631,305.712,19.288,0.02,0.342,0.022,32046.0
5569,262.946,306.802,23.435,0.116,1.266,0.132,32051.0
5570,352.129,306.862,23.988,0.145,1.265,0.159,32052.0
5571,587.126,307.026,23.031,0.067,0.983,0.114,32054.0
5572,659.743,306.869,22.832,0.183,1.07,0.195,32055.0
5573,733.299,306.547,20.978,0.012,0.712,0.018,32056.0
5574,73.883,308.341,23.542,0.083,1.164,0.091,32058.0
5575,129.245,307.935,22.386,0.016,0.876,0.099,32059.0
5576,58.021,308.736,20.952,0.018,0.914,0.115,32063.0
5577,199.355,309.18,21.824,0.033,0.851,0.053,32064.0
5578,250.365,314.353,20.317,0.018,0.69,0.024,32065.0
5579,433.402,308.858,24.172,0.083,1.347,0.144,32066.0
5580,484.067,308.563,20.799,0.013,0.719,0.023,32067.0
5581,81.77,309.514,19.168,0.007,0.883,0.015,32070.0
5582,145.929,310.372,22.733,0.054,0.915,0.061,32071.0
5583,243.455,310.053,22.114,0.049,0.92,0.058,32073.0
5584,374.715,309.434,24.014,0.124,1.304,0.15,32074.0
5585,498.57,310.086,23.997,0.146,1.132,0.209,32075.0
5586,209.035,310.427,22.844,0.048,0.901,0.104,32077.0
5587,206.371,306.997,25.117,0.128,1.433,0.213,32077.01
5588,207.024,313.337,24.992,0.241,1.398,0.293,32077.02
5589,204.492,314.379,24.266,0.19,1.188,0.2,32077.03
5590,354.042,311.043,22.156,0.039,0.978,0.057,32080.0
5591,20.986,311.391,24.287,0.163,1.354,0.23,32083.0
5592,110.362,311.855,24.333,0.174,1.268,0.235,32084.0
5593,318.581,311.99,22.665,0.092,0.968,0.109,32085.0
5594,320.54,314.191,20.898,0.04,0.785,0.043,32085.01
5595,566.618,311.959,21.051,0.024,0.686,0.039,32087.0
5596,569.315,314.626,23.94,0.066,1.85,0.097,32087.01
5597,687.552,312.289,23.503,0.186,1.056,0.21,32088.0
5598,721.914,311.89,24.885,0.24,1.218,0.299,32089.0
5599,124.096,312.553,23.917,0.1,1.133,0.146,32090.0
5600,124.744,314.964,23.984,0.153,1.277,0.162,32090.01
5601,276.374,313.012,24.577,0.222,1.339,0.27,32092.0
5602,503.268,313.081,24.397,0.275,1.451,0.315,32093.0
5603,70.405,313.794,23.824,0.141,1.246,0.173,32098.0
5604,305.703,314.038,20.479,0.016,0.76,0.121,32101.0
5605,395.948,313.893,23.117,0.098,0.988,0.14,32103.0
5606,409.027,313.968,20.286,0.006,0.725,0.012,32104.0
5607,438.986,313.871,19.467,0.013,0.791,0.029,32105.0
5608,539.372,313.612,23.622,0.063,0.905,0.125,32106.0
5609,541.137,315.791,24.464,0.24,1.422,0.319,32106.01
5610,534.289,320.045,19.796,0.012,0.73,0.018,32106.02
5611,530.046,319.527,22.038,0.05,0.897,0.07,32106.03
5612,527.902,320.488,22.578,0.22,1.742,0.311,32106.04
5613,709.504,313.591,21.722,0.059,0.848,0.068,32107.0
5614,88.954,315.382,23.859,0.144,1.397,0.166,32108.0
5615,91.901,314.8,21.152,0.01,0.741,0.023,32108.01
5616,425.105,314.929,22.557,0.025,0.904,0.054,32111.0
5617,53.078,317.333,20.382,0.017,0.695,0.018,32116.0
5618,56.178,318.362,21.174,0.039,0.749,0.062,32116.01
5619,81.579,316.651,23.153,0.051,1.096,0.058,32117.0
5620,116.061,316.732,22.326,0.04,0.884,0.079,32118.0
5621,173.702,316.496,22.257,0.035,0.906,0.044,32119.0
5622,550.953,317.096,21.252,0.103,0.786,0.106,32121.0
5623,653.483,316.855,21.574,0.054,0.773,0.06,32123.0
5624,704.986,316.679,21.999,0.046,0.878,0.053,32124.0
5625,150.281,317.571,23.586,0.135,1.179,0.172,32127.0
5626,277.085,318.24,24.76,0.324,1.401,0.346,32128.0
5627,275.178,318.799,24.883,0.146,1.298,0.181,32128.01
5628,400.281,317.968,21.274,0.027,0.735,0.044,32129.0
5629,587.921,341.955,22.688,0.026,1.159,0.09,32130.01
5630,585.563,346.838,21.799,0.044,0.833,0.05,32130.02
5631,621.28,317.766,24.305,0.064,1.281,0.118,32131.0
5632,762.506,317.801,23.472,0.244,1.064,0.292,32132.0
5633,219.944,319.367,23.953,0.088,1.242,0.115,32134.0
5634,218.186,321.187,21.894,0.17,0.716,0.211,32134.01
5635,227.176,319.347,24.265,0.13,1.441,0.151,32135.0
5636,445.733,318.705,22.854,0.057,0.972,0.079,32137.0
5637,445.971,323.143,20.92,0.044,0.742,0.055,32137.01
5638,479.571,318.807,21.832,0.038,0.811,0.074,32138.0
5639,691.013,318.708,23.657,0.085,0.76,0.185,32144.0
5640,594.241,319.491,23.469,0.11,1.336,0.118,32148.0
5641,122.604,320.527,24.319,0.292,1.196,0.378,32150.0
5642,168.395,321.323,23.284,0.065,1.106,0.112,32151.0
5643,195.88,320.844,21.694,0.024,0.834,0.036,32152.0
5644,199.495,322.268,23.521,0.12,1.051,0.144,32152.01
5645,237.054,320.95,22.118,0.122,0.909,0.127,32154.0
5646,368.875,320.731,23.577,0.086,1.211,0.118,32155.0
5647,368.987,323.088,22.055,0.022,0.892,0.049,32155.01
5648,105.638,321.573,19.945,0.009,0.717,0.014,32159.0
5649,297.845,321.616,22.804,0.076,0.947,0.1,32161.0
5650,24.619,322.728,22.062,0.021,0.733,0.227,32165.0
5651,140.39,323.352,23.571,0.107,1.173,0.122,32166.0
5652,148.093,322.537,21.5,0.025,0.787,0.032,32167.0
5653,283.633,322.805,22.828,0.061,1.007,0.106,32168.0
5654,307.986,322.53,24.409,0.21,1.512,0.246,32169.0
5655,661.097,322.898,22.903,0.057,1.0,0.093,32174.0
5656,719.908,322.717,23.255,0.074,1.029,0.09,32175.0
5657,728.519,323.239,21.307,0.022,0.771,0.05,32176.0
5658,213.168,323.714,23.196,0.033,0.992,0.106,32177.0
5659,265.548,323.456,22.562,0.014,0.971,0.086,32178.0
5660,454.332,323.801,20.838,0.107,0.698,0.108,32179.0
5661,511.987,323.732,20.161,0.013,0.697,0.026,32180.0
5662,652.735,323.916,22.178,0.043,1.946,0.046,32183.0
5663,67.836,325.038,21.176,0.043,0.751,0.048,32184.0
5664,314.753,324.691,23.503,0.128,1.176,0.148,32185.0
5665,9.227,326.344,21.617,0.039,0.856,0.055,32190.0
5666,15.843,325.899,24.858,0.188,1.579,0.229,32191.0
5667,187.274,326.19,25.43,0.0,2.046,0.133,32192.0
5668,255.579,326.5,17.741,0.008,0.978,0.013,32193.0
5669,258.999,333.117,22.214,0.076,0.914,0.098,32193.01
5670,260.071,333.847,22.503,0.145,1.067,0.149,32193.02
5671,333.629,325.941,24.296,0.167,1.359,0.175,32194.0
5672,478.677,326.051,24.285,0.143,1.278,0.321,32195.0
5673,611.212,326.082,22.407,0.205,1.069,0.207,32198.0
5674,642.441,326.311,25.236,0.189,2.593,0.193,32199.0
5675,233.187,326.981,25.176,0.244,1.476,0.289,32200.0
5676,428.886,327.111,24.474,0.182,1.244,0.227,32201.0
5677,687.665,326.778,22.982,0.038,1.085,0.066,32204.0
5678,200.848,327.706,24.055,0.173,1.35,0.198,32205.0
5679,326.192,328.001,24.531,0.148,1.212,0.205,32206.0
5680,467.428,328.157,23.47,0.055,1.189,0.122,32207.0
5681,85.918,328.582,24.637,0.096,1.412,0.165,32211.0
5682,82.993,331.352,24.313,0.112,1.464,0.17,32211.01
5683,165.798,328.593,22.755,0.061,0.943,0.075,32212.0
5684,166.317,330.624,23.806,0.186,1.205,0.201,32212.01
5685,355.933,328.818,24.851,0.246,1.355,0.308,32213.0
5686,401.138,328.9,23.598,0.16,1.171,0.168,32214.0
5687,633.094,329.007,24.768,0.262,1.431,0.298,32216.0
5688,265.634,330.473,22.275,0.046,0.886,0.094,32217.0
5689,405.818,330.012,22.859,0.112,1.151,0.122,32218.0
5690,301.113,331.046,24.741,0.151,1.14,0.271,32222.0
5691,446.769,330.557,22.139,0.044,0.897,0.073,32223.0
5692,604.822,331.075,22.053,0.046,0.82,0.058,32225.0
5693,26.562,331.823,23.474,0.094,1.139,0.305,32228.0
5694,309.692,331.747,21.261,0.034,0.655,0.176,32229.0
5695,486.288,332.009,20.114,0.02,0.697,0.022,32230.0
5696,117.59,332.815,21.884,0.037,0.831,0.06,32232.0
5697,121.972,335.33,22.13,0.047,0.943,0.062,32232.01
5698,244.629,332.811,21.065,0.02,0.768,0.032,32233.0
5699,331.878,333.37,20.674,0.019,0.626,0.026,32235.0
5700,559.835,330.509,22.631,0.052,0.871,0.106,32237.0
5701,560.061,341.337,20.283,0.017,0.668,0.022,32237.01
5702,561.412,338.732,22.145,0.074,0.708,0.099,32237.02
5703,622.191,332.906,24.237,0.269,1.411,0.271,32239.0
5704,349.224,334.006,22.885,0.046,1.012,0.053,32240.0
5705,345.821,336.244,23.382,0.124,1.307,0.138,32240.01
5706,506.911,333.815,23.458,0.182,1.082,0.186,32241.0
5707,204.944,335.153,21.326,0.028,0.755,0.036,32245.0
5708,252.731,334.589,24.931,0.209,1.683,0.223,32246.0
5709,361.825,335.07,21.858,0.208,0.949,0.213,32247.0
5710,367.805,334.707,20.844,0.02,0.736,0.029,32248.0
5711,427.211,334.716,24.711,0.257,1.319,0.349,32249.0
5712,299.493,336.108,20.736,0.022,0.699,0.029,32253.0
5713,734.042,335.495,23.835,0.081,1.138,0.127,32256.0
5714,25.022,337.019,24.28,0.16,1.269,0.288,32257.0
5715,281.474,336.897,23.397,0.105,2.071,0.12,32258.0
5716,437.443,336.87,21.498,0.051,0.819,0.057,32260.0
5717,649.215,336.717,24.139,0.111,1.219,0.188,32261.0
5718,388.322,337.764,23.137,0.068,0.898,0.158,32263.0
5719,674.915,338.37,21.607,0.029,0.871,0.042,32267.0
5720,706.409,337.961,23.251,0.069,1.046,0.173,32268.0
5721,758.779,337.891,24.675,0.222,1.377,0.246,32269.0
5722,109.125,338.454,21.558,0.062,0.807,0.066,32271.0
5723,322.841,338.906,22.631,0.038,0.923,0.053,32272.0
5724,403.454,338.462,22.373,0.091,0.951,0.1,32273.0
5725,398.954,345.554,20.532,0.054,0.718,0.056,32273.01
5726,401.03,348.878,21.664,0.04,0.93,0.042,32273.02
5727,621.097,338.852,25.355,0.097,1.884,0.13,32276.0
5728,127.83,340.2,22.895,0.048,0.96,0.078,32277.0
5729,187.736,340.307,21.807,0.033,0.808,0.043,32278.0
5730,56.103,340.679,21.895,0.095,0.853,0.112,32281.0
5731,53.195,342.827,23.255,0.174,1.123,0.204,32281.01
5732,169.046,341.373,23.011,0.09,1.093,0.104,32282.0
5733,239.67,341.069,21.724,0.036,0.802,0.054,32283.0
5734,244.002,343.027,19.433,0.006,0.811,0.013,32283.01
5735,473.078,340.744,20.83,0.027,0.718,0.035,32285.0
5736,666.25,340.837,23.158,0.113,0.996,0.126,32287.0
5737,7.561,341.937,22.775,0.12,1.027,0.152,32288.0
5738,40.503,342.185,23.461,0.181,1.174,0.208,32289.0
5739,163.864,342.052,24.108,0.172,1.282,0.241,32290.0
5740,503.793,341.601,17.767,0.015,0.966,0.016,32291.0
5741,75.163,342.665,21.281,0.044,0.894,0.094,32294.0
5742,79.467,343.731,23.61,0.08,1.179,0.252,32294.01
5743,75.72,346.277,22.169,0.035,0.853,0.091,32294.02
5744,77.949,346.69,24.16,0.124,1.351,0.197,32294.03
5745,202.936,342.898,20.271,0.018,0.702,0.026,32295.0
5746,341.979,342.826,22.998,0.079,1.037,0.085,32297.0
5747,347.025,343.112,22.797,0.062,0.994,0.074,32298.0
5748,686.936,342.72,24.972,0.254,2.526,0.259,32300.0
5749,29.629,344.138,24.298,0.202,1.42,0.232,32301.0
5750,69.36,343.604,21.014,0.097,0.791,0.099,32302.0
5751,303.066,344.038,20.714,0.018,0.761,0.022,32304.0
5752,376.58,344.309,21.971,0.042,0.818,0.056,32305.0
5753,412.434,343.98,23.874,0.123,1.191,0.134,32306.0
5754,233.073,345.048,21.188,0.019,0.867,0.039,32312.0
5755,228.24,347.762,20.449,0.029,0.71,0.03,32312.01
5756,680.264,344.886,24.326,0.31,1.543,0.322,32314.0
5757,93.898,345.918,24.218,0.114,1.522,0.142,32316.0
5758,183.685,346.841,24.221,0.214,1.407,0.31,32322.0
5759,514.092,347.682,21.652,0.075,0.894,0.081,32325.0
5760,16.001,349.424,20.078,0.023,0.72,0.029,32327.0
5761,172.027,348.519,22.001,0.053,0.861,0.058,32328.0
5762,253.218,349.019,23.786,0.195,1.179,0.203,32329.0
5763,703.164,349.306,24.062,0.096,1.301,0.128,32333.0
5764,202.17,350.327,22.429,0.066,0.935,0.078,32334.0
5765,209.473,349.932,21.974,0.017,0.836,0.04,32335.0
5766,210.823,352.115,23.057,0.046,1.007,0.091,32335.01
5767,214.654,352.72,21.654,0.028,0.824,0.033,32335.02
5768,355.261,349.435,24.112,0.115,1.296,0.15,32336.0
5769,387.839,350.783,21.786,0.03,0.838,0.058,32340.0
5770,687.305,351.034,19.65,0.015,0.725,0.026,32341.0
5771,75.567,352.187,22.922,0.064,0.988,0.085,32342.0
5772,280.19,351.568,24.627,0.107,1.375,0.242,32344.0
5773,331.081,351.584,24.446,0.192,1.47,0.226,32345.0
5774,476.104,352.42,23.268,0.079,1.079,0.113,32346.0
5775,371.134,353.104,22.148,0.034,0.847,0.086,32350.0
