recno,xpos,ypos,Vmag,e_Vmag,V-I,e_V-I,B-V,e_B-V,ID
5297,195.695,914.391,20.412,0.01,0.723,0.021,0.464,0.016,4565.0
5298,412.756,914.676,17.84,0.004,0.995,0.01,0.765,0.005,4566.0
5299,235.2,914.659,21.525,0.037,0.816,0.062,0.555,0.048,4567.0
5300,316.008,915.261,19.651,0.015,0.985,0.024,0.822,0.023,4568.0
5301,312.2,916.714,20.267,0.015,0.687,0.026,0.493,0.019,4569.0
5302,887.628,916.143,19.665,0.008,0.694,0.014,0.517,0.01,4570.0
5303,431.145,916.033,21.04,0.03,0.771,0.059,0.589,0.037,4571.0
5304,271.724,916.265,16.434,0.004,1.075,0.009,0.859,0.005,4572.0
5305,204.258,916.237,20.095,0.026,0.761,0.055,0.472,0.033,4573.0
5306,919.565,916.976,21.035,0.02,0.801,0.039,0.529,0.029,4574.0
5307,2.975,916.837,19.636,0.016,0.683,0.024,1.667,0.114,4575.0
5308,464.274,917.23,21.013,0.021,0.776,0.037,0.488,0.027,4576.0
5309,898.95,917.701,19.151,0.007,0.801,0.011,0.681,0.009,4577.0
5310,442.071,917.544,19.147,0.007,0.921,0.014,0.699,0.009,4578.0
5311,449.514,917.895,21.741,0.04,0.806,0.071,0.617,0.054,4579.0
5312,226.107,917.85,22.144,0.049,0.929,0.09,0.526,0.069,4580.0
5313,281.793,918.306,20.315,0.016,0.739,0.024,0.523,0.02,4581.0
5314,502.907,919.872,19.739,0.007,0.762,0.019,0.516,0.011,4584.0
5315,612.947,920.086,20.558,0.013,0.744,0.03,0.483,0.018,4585.0
5316,611.315,923.978,21.359,0.04,0.765,0.055,0.603,0.056,4586.0
5317,77.055,920.03,21.032,0.027,0.704,0.041,0.538,0.035,4587.0
5318,260.155,920.074,20.613,0.042,0.702,0.068,0.74,0.083,4588.0
5319,35.071,920.686,20.803,0.02,0.698,0.039,0.537,0.024,4590.0
5320,509.536,920.827,21.102,0.021,0.858,0.036,0.589,0.033,4591.0
5321,506.587,924.13,21.511,0.034,0.807,0.056,0.513,0.047,4592.0
5322,360.95,921.103,21.619,0.042,0.931,0.071,0.665,0.051,4593.0
5323,237.287,921.297,20.201,0.01,0.731,0.021,0.479,0.013,4594.0
5324,543.509,921.565,20.234,0.013,0.7,0.018,0.479,0.018,4595.0
5325,647.372,921.633,16.833,0.003,0.209,0.008,0.081,0.004,4596.0
5326,127.155,921.824,20.805,0.017,0.715,0.033,0.474,0.022,4597.0
5327,322.579,922.428,20.896,0.045,0.78,0.083,0.557,0.062,4598.0
5328,467.091,922.664,18.438,0.007,0.948,0.013,0.674,0.016,4599.0
5329,513.645,922.796,21.809,0.045,0.988,0.064,0.436,0.055,4600.0
5330,373.271,922.85,21.599,0.034,0.843,0.074,0.629,0.048,4601.0
5331,598.206,922.998,21.106,0.019,0.726,0.039,0.582,0.031,4602.0
5332,46.868,923.198,20.584,0.01,0.716,0.03,0.499,0.016,4603.0
5333,525.548,923.348,21.674,0.042,0.776,0.066,0.617,0.056,4605.0
5334,294.623,923.828,20.766,0.018,0.772,0.027,0.602,0.023,4606.0
5335,380.988,924.211,21.694,0.035,0.886,0.065,0.535,0.044,4607.0
5336,567.269,924.652,18.991,0.006,0.882,0.012,0.652,0.01,4608.0
5337,240.036,925.005,21.664,0.039,0.956,0.053,0.529,0.048,4609.0
5338,455.688,925.14,20.448,0.014,0.667,0.024,0.563,0.018,4610.0
5339,247.453,925.294,19.08,0.006,0.922,0.011,0.679,0.008,4611.0
5340,636.859,925.69,19.901,0.021,0.689,0.044,0.477,0.03,4612.0
5341,268.174,926.105,20.255,0.027,0.702,0.052,0.554,0.035,4613.0
5342,584.427,926.722,22.044,0.059,0.997,0.077,0.776,0.079,4616.0
5343,402.523,926.937,21.341,0.029,0.802,0.046,0.561,0.038,4618.0
5344,892.513,927.352,21.645,0.039,0.72,0.075,0.706,0.05,4619.0
5345,805.181,927.366,21.185,0.022,0.648,0.048,0.498,0.047,4620.0
5346,173.687,927.366,21.57,0.032,0.75,0.057,0.653,0.043,4621.0
5347,354.821,927.886,20.94,0.024,0.933,0.051,0.62,0.035,4622.0
5348,311.078,928.048,20.978,0.021,0.754,0.037,0.544,0.028,4623.0
5349,20.411,928.336,21.759,0.036,0.768,0.073,0.558,0.047,4624.0
5350,197.116,928.757,20.413,0.011,0.735,0.023,0.464,0.014,4625.0
5351,900.567,929.693,21.774,0.035,0.851,0.064,0.604,0.052,4626.0
5352,392.786,930.502,18.709,0.004,0.945,0.011,0.719,0.006,4627.0
5353,795.883,931.782,21.97,0.042,0.876,0.073,0.658,0.063,4629.0
5354,542.802,931.922,21.787,0.031,0.844,0.07,0.564,0.05,4630.0
5355,641.466,932.051,21.312,0.024,1.242,0.046,0.58,0.036,4631.0
5356,685.016,931.95,21.035,0.02,2.154,0.023,1.6,0.038,4632.0
5357,318.519,931.953,21.176,0.034,0.748,0.055,0.678,0.043,4633.0
5358,280.416,932.65,20.037,0.011,0.711,0.018,0.505,0.013,4635.0
5359,117.373,933.621,20.563,0.015,0.689,0.026,0.47,0.02,4636.0
5360,441.045,933.98,21.699,0.036,0.941,0.062,0.63,0.055,4637.0
5361,973.267,934.464,18.477,0.008,1.31,0.017,1.115,0.014,4638.0
5362,495.55,934.974,21.535,0.056,0.968,0.102,0.682,0.069,4639.0
5363,637.207,935.056,19.003,0.006,0.933,0.01,0.662,0.008,4640.0
5364,481.596,935.139,20.276,0.013,0.76,0.023,0.476,0.018,4642.0
5365,770.95,935.681,21.368,0.031,0.747,0.051,0.511,0.043,4643.0
5366,769.099,939.637,21.183,0.025,0.786,0.036,0.438,0.036,4644.0
5367,808.887,935.958,21.919,0.041,0.911,0.075,0.241,0.055,4645.0
5368,369.089,936.0,21.397,0.032,0.854,0.054,0.594,0.043,4646.0
5369,284.48,936.239,21.663,0.029,0.797,0.061,0.536,0.04,4647.0
5370,459.671,936.413,18.002,0.006,0.982,0.012,0.741,0.008,4648.0
5371,588.994,936.637,19.928,0.011,0.7,0.021,0.488,0.017,4649.0
5372,241.914,937.089,21.24,0.024,0.849,0.042,0.485,0.029,4650.0
5373,892.779,937.072,22.046,0.046,0.788,0.079,0.714,0.066,4651.0
5374,140.869,937.167,20.33,0.021,0.675,0.035,0.492,0.025,4652.0
5375,838.217,937.814,19.621,0.01,1.517,0.013,1.306,0.022,4653.0
5376,522.334,937.869,20.805,0.019,0.804,0.032,0.441,0.025,4654.0
5377,110.233,937.945,21.743,0.051,0.765,0.074,0.522,0.062,4655.0
5378,867.976,938.495,21.258,0.035,0.843,0.054,0.6,0.052,4656.0
5379,385.219,940.035,20.533,0.016,0.702,0.026,0.51,0.022,4657.0
5380,213.111,938.547,20.37,0.014,0.684,0.021,0.492,0.018,4658.0
5381,502.883,938.67,20.621,0.022,0.765,0.033,0.457,0.027,4659.0
5382,649.063,938.85,20.588,0.011,0.677,0.025,0.485,0.016,4660.0
5383,173.784,940.315,17.381,0.003,0.973,0.009,0.846,0.004,4661.0
5384,431.918,940.452,20.48,0.017,0.708,0.025,0.513,0.021,4662.0
5385,1010.7,941.099,20.972,0.024,0.77,0.037,0.533,0.031,4664.0
5386,671.666,941.723,21.631,0.035,0.737,0.091,0.622,0.055,4665.0
5387,699.874,941.763,21.06,0.024,0.819,0.04,0.139,0.104,4666.0
5388,705.271,945.603,20.037,0.014,0.713,0.023,0.211,0.051,4667.0
5389,92.234,941.76,21.548,0.031,0.765,0.055,0.551,0.041,4668.0
5390,138.186,941.928,18.293,0.027,0.907,0.03,0.699,0.037,4669.0
5391,749.565,942.67,20.146,0.01,0.729,0.016,0.494,0.015,4671.0
5392,714.063,942.836,18.381,0.005,1.336,0.007,1.115,0.008,4672.0
5393,914.18,942.909,20.525,0.016,1.184,0.021,0.944,0.024,4673.0
5394,737.753,943.111,21.478,0.035,0.769,0.058,0.617,0.049,4674.0
5395,366.146,943.243,20.501,0.014,0.649,0.029,0.548,0.024,4675.0
5396,515.016,943.711,21.066,0.026,0.728,0.044,0.502,0.041,4676.0
5397,815.964,944.062,21.307,0.028,0.816,0.044,0.519,0.036,4677.0
5398,1015.44,944.161,21.92,0.039,0.882,0.073,0.644,0.055,4678.0
5399,108.763,944.032,21.322,0.03,0.835,0.057,0.492,0.037,4680.0
5400,760.369,944.317,19.324,0.005,0.968,0.013,0.831,0.007,4681.0
5401,401.526,944.616,21.011,0.02,0.731,0.033,0.528,0.026,4682.0
5402,398.602,947.237,21.49,0.036,0.837,0.058,0.602,0.047,4683.0
5403,198.398,945.464,20.614,0.015,1.521,0.023,1.222,0.042,4684.0
5404,239.992,945.646,19.905,0.025,0.696,0.037,0.48,0.031,4685.0
5405,552.752,946.119,21.235,0.028,0.745,0.043,0.544,0.043,4686.0
5406,334.571,946.443,20.16,0.046,0.664,0.052,0.574,0.049,4687.0
5407,285.065,946.389,21.453,0.025,0.814,0.048,0.596,0.035,4688.0
5408,868.754,946.788,20.327,0.016,0.686,0.026,0.511,0.023,4689.0
5409,166.651,946.785,20.922,0.022,0.744,0.037,0.534,0.032,4690.0
5410,919.344,947.158,18.973,0.006,0.911,0.012,0.699,0.008,4691.0
5411,271.744,947.157,18.802,0.035,0.803,0.039,0.616,0.055,4692.0
5412,576.389,947.051,21.656,0.036,0.846,0.071,0.583,0.053,4693.0
5413,574.269,950.446,21.672,0.04,0.916,0.067,0.669,0.062,4694.0
5414,158.371,947.577,21.32,0.033,0.786,0.068,0.893,0.096,4695.0
5415,191.352,947.749,21.893,0.045,0.802,0.071,0.627,0.063,4696.0
5416,514.941,948.441,20.522,0.025,0.806,0.049,0.551,0.032,4697.0
5417,502.628,948.695,20.763,0.026,0.766,0.037,0.575,0.035,4698.0
5418,10.574,949.125,21.258,0.027,0.819,0.047,0.541,0.032,4699.0
5419,93.816,949.094,22.118,0.037,0.864,0.08,0.707,0.057,4700.0
5420,973.663,949.549,21.079,0.024,0.82,0.046,0.38,0.039,4701.0
5421,234.849,949.399,20.938,0.018,0.832,0.031,0.519,0.026,4702.0
5422,214.893,950.804,21.811,0.044,0.838,0.085,0.574,0.059,4703.0
5423,544.637,949.719,20.453,0.015,0.725,0.028,0.5,0.019,4704.0
5424,354.934,950.061,20.168,0.014,0.785,0.027,0.495,0.017,4705.0
5425,604.585,950.11,21.897,0.043,0.828,0.065,0.446,0.051,4706.0
5426,583.311,950.257,21.614,0.032,0.96,0.055,0.626,0.044,4707.0
5427,898.982,950.437,21.887,0.038,0.893,0.061,0.608,0.054,4708.0
5428,729.785,950.696,21.622,0.032,1.024,0.052,0.393,0.04,4709.0
5429,715.637,950.864,21.496,0.031,0.92,0.055,0.549,0.041,4710.0
5430,132.962,950.93,21.53,0.033,0.754,0.055,0.555,0.043,4712.0
5431,948.708,951.663,20.279,0.026,0.687,0.043,0.552,0.033,4714.0
5432,795.257,951.622,21.548,0.034,0.75,0.075,0.595,0.043,4715.0
5433,538.227,951.92,21.271,0.027,0.753,0.046,0.608,0.038,4716.0
5434,678.897,952.38,20.216,0.018,0.729,0.025,0.484,0.023,4717.0
5435,466.827,952.396,20.654,0.018,0.788,0.029,0.486,0.024,4718.0
5436,866.036,952.418,17.691,0.004,0.977,0.01,0.751,0.006,4719.0
5437,205.656,952.352,22.003,0.045,0.894,0.074,0.77,0.063,4720.0
5438,456.243,952.564,21.432,0.028,0.827,0.056,0.509,0.035,4721.0
5439,452.472,954.194,20.419,0.019,0.792,0.033,0.521,0.024,4722.0
5440,495.461,956.709,20.473,0.026,0.699,0.036,0.498,0.035,4723.0
5441,653.257,952.916,19.731,0.008,0.75,0.017,0.504,0.014,4724.0
5442,304.468,953.158,20.329,0.012,0.689,0.027,0.425,0.016,4725.0
5443,1014.53,953.468,20.357,0.013,1.066,0.021,0.773,0.019,4726.0
5444,659.878,953.361,21.495,0.024,0.821,0.051,0.519,0.04,4727.0
5445,799.498,954.243,21.729,0.028,0.813,0.058,0.587,0.056,4728.0
5446,368.726,954.231,20.949,0.019,0.782,0.033,0.497,0.024,4729.0
5447,670.926,954.559,19.855,0.009,0.75,0.017,0.491,0.013,4730.0
5448,358.944,954.53,21.177,0.023,0.811,0.039,0.485,0.032,4731.0
5449,116.064,954.77,20.625,0.063,0.702,0.123,0.587,0.087,4732.0
5450,763.282,955.693,17.18,0.003,0.986,0.006,0.855,0.004,4733.0
5451,791.246,956.707,21.081,0.022,0.827,0.043,0.59,0.029,4734.0
5452,308.649,957.114,21.938,0.041,0.952,0.079,0.77,0.073,4735.0
5453,538.976,957.637,22.12,0.051,0.93,0.08,0.486,0.068,4736.0
5454,552.97,957.775,18.376,0.004,0.965,0.01,0.722,0.006,4737.0
5455,916.257,958.187,21.092,0.019,0.764,0.04,0.516,0.026,4738.0
5456,559.482,958.2,19.321,0.02,0.713,0.04,0.503,0.023,4739.0
5457,436.085,958.118,20.569,0.048,0.767,0.088,0.549,0.059,4740.0
5458,830.535,958.408,21.476,0.027,0.599,0.058,0.683,0.043,4741.0
5459,779.353,958.867,21.053,0.054,0.695,0.121,0.525,0.068,4742.0
5460,259.195,958.532,21.578,0.035,0.862,0.053,0.511,0.046,4743.0
5461,473.99,959.159,19.62,0.01,0.8,0.016,0.522,0.012,4744.0
5462,149.487,959.727,21.616,0.045,0.788,0.064,0.543,0.062,4746.0
5463,896.972,960.021,20.497,0.012,0.732,0.024,0.496,0.016,4747.0
5464,316.113,960.405,21.09,0.023,0.849,0.036,0.53,0.03,4749.0
5465,315.038,964.43,20.354,0.014,0.67,0.024,0.509,0.017,4750.0
5466,352.817,960.88,20.231,0.011,0.733,0.017,0.476,0.014,4751.0
5467,497.038,961.658,20.899,0.017,0.798,0.029,0.535,0.023,4753.0
5468,790.943,961.907,21.1,0.019,0.834,0.042,0.725,0.031,4754.0
5469,997.21,962.52,21.393,0.024,0.763,0.042,0.503,0.033,4755.0
5470,389.961,962.451,19.915,0.011,0.71,0.019,0.531,0.014,4756.0
5471,798.933,963.341,22.127,0.047,0.933,0.08,0.536,0.066,4757.0
5472,710.088,963.783,21.863,0.042,0.908,0.067,0.586,0.054,4759.0
5473,565.674,964.081,20.541,0.013,0.718,0.026,0.509,0.018,4760.0
5474,539.872,964.171,21.254,0.021,0.785,0.043,0.785,0.04,4761.0
5475,826.319,964.376,20.879,0.021,0.708,0.03,0.51,0.045,4762.0
5476,356.624,964.367,21.37,0.034,0.737,0.056,0.56,0.051,4763.0
5477,367.242,964.761,21.405,0.026,0.789,0.043,0.56,0.035,4765.0
5478,730.12,965.371,21.516,0.037,0.8,0.062,0.59,0.05,4766.0
5479,189.868,965.059,21.335,0.024,0.725,0.052,0.601,0.035,4767.0
5480,254.677,965.35,21.227,0.022,0.849,0.044,0.554,0.033,4768.0
5481,646.513,965.374,21.602,0.042,1.028,0.055,0.188,0.076,4769.0
5482,214.869,965.245,21.038,0.043,0.71,0.085,0.606,0.056,4770.0
5483,522.959,968.858,20.185,0.026,1.813,0.029,1.45,0.059,4771.0
5484,172.865,965.581,20.543,0.015,0.729,0.026,0.484,0.021,4772.0
5485,674.723,965.721,20.33,0.026,0.804,0.054,0.58,0.037,4773.0
5486,145.07,965.708,20.167,0.014,0.651,0.024,0.497,0.018,4774.0
5487,749.57,966.079,20.396,0.014,0.758,0.026,0.485,0.021,4775.0
5488,661.398,966.142,20.174,0.018,0.684,0.025,0.493,0.025,4776.0
5489,632.204,966.195,19.532,0.01,0.811,0.014,0.486,0.021,4777.0
5490,483.323,966.214,20.34,0.012,0.749,0.02,0.489,0.015,4778.0
5491,480.034,968.346,21.437,0.026,0.769,0.046,0.601,0.035,4779.0
5492,852.073,966.722,21.189,0.031,0.708,0.056,0.548,0.044,4780.0
5493,595.331,966.969,20.706,0.03,0.715,0.052,0.564,0.037,4781.0
5494,402.788,966.941,20.652,0.034,0.715,0.061,0.524,0.044,4782.0
5495,112.285,966.976,18.3,0.005,0.961,0.012,0.728,0.006,4783.0
5496,310.637,967.465,21.263,0.025,0.822,0.041,0.681,0.032,4784.0
5497,576.087,968.752,19.072,0.007,0.929,0.011,0.692,0.009,4785.0
5498,669.505,968.945,20.064,0.011,0.718,0.019,0.485,0.014,4786.0
5499,428.465,968.981,21.556,0.037,0.833,0.068,0.743,0.054,4787.0
5500,334.652,969.242,20.979,0.018,0.766,0.037,0.555,0.026,4788.0
5501,776.602,970.455,20.523,0.042,0.659,0.088,0.531,0.055,4789.0
5502,462.5,970.828,21.152,0.028,0.862,0.049,0.477,0.038,4790.0
5503,216.415,970.759,19.352,0.008,0.876,0.014,0.633,0.009,4791.0
5504,278.443,970.735,18.963,0.012,0.915,0.018,0.776,0.016,4792.0
5505,293.834,971.251,20.988,0.026,0.869,0.042,0.701,0.035,4793.0
5506,436.721,971.516,21.32,0.026,0.859,0.048,0.49,0.035,4794.0
5507,882.838,971.904,19.417,0.007,0.798,0.015,0.568,0.018,4795.0
5508,357.927,971.749,21.392,0.03,0.884,0.057,0.743,0.042,4796.0
5509,943.767,972.456,21.097,0.024,0.769,0.042,0.535,0.031,4797.0
5510,378.919,972.604,21.418,0.029,0.732,0.06,0.569,0.039,4798.0
5511,957.16,973.246,20.328,0.012,0.668,0.029,0.5,0.016,4799.0
5512,706.234,973.417,17.677,0.004,1.143,0.008,1.022,0.007,4800.0
5513,798.644,973.458,20.104,0.012,2.519,0.014,1.566,0.02,4801.0
5514,71.569,973.212,19.865,0.009,0.698,0.02,0.518,0.012,4802.0
5515,757.688,973.747,21.26,0.023,0.806,0.049,0.461,0.03,4803.0
5516,163.331,973.74,21.433,0.031,0.932,0.058,0.571,0.042,4804.0
5517,482.659,973.797,20.245,0.013,0.705,0.023,0.492,0.018,4805.0
5518,1002.91,974.06,21.293,0.033,0.736,0.069,0.685,0.05,4806.0
5519,722.974,974.153,20.946,0.021,0.784,0.04,0.484,0.028,4807.0
5520,518.346,974.165,21.442,0.038,0.759,0.057,0.619,0.048,4808.0
5521,715.236,974.579,20.509,0.015,1.065,0.021,0.529,0.099,4809.0
5522,653.787,974.682,21.558,0.03,0.858,0.057,0.565,0.041,4810.0
5523,582.673,974.817,21.702,0.041,0.951,0.076,0.547,0.061,4811.0
5524,28.165,974.954,18.74,0.01,0.892,0.021,0.72,0.011,4812.0
5525,872.16,975.23,20.72,0.013,2.097,0.018,1.524,0.029,4813.0
5526,669.891,975.227,21.291,0.024,0.85,0.05,0.646,0.035,4814.0
5527,232.994,975.512,20.712,0.016,0.725,0.031,0.453,0.023,4815.0
5528,323.108,975.843,19.923,0.014,0.71,0.023,0.496,0.03,4817.0
5529,525.664,975.976,20.704,0.022,0.735,0.03,0.515,0.03,4818.0
5530,952.928,976.197,19.391,0.01,0.844,0.016,0.608,0.013,4819.0
5531,97.851,976.133,21.337,0.026,0.789,0.044,0.538,0.034,4820.0
5532,637.83,976.584,16.821,0.003,0.302,0.007,0.177,0.004,4821.0
5533,390.861,976.998,21.46,0.024,0.837,0.051,0.532,0.034,4822.0
5534,193.986,977.057,19.852,0.011,0.715,0.021,0.491,0.02,4823.0
5535,470.738,977.313,21.085,0.029,0.701,0.044,0.529,0.035,4825.0
5536,180.561,977.668,21.179,0.02,0.759,0.04,0.571,0.03,4827.0
5537,359.546,977.718,20.652,0.016,0.803,0.027,0.431,0.021,4828.0
5538,266.59,978.336,20.935,0.022,0.722,0.038,0.52,0.026,4829.0
5539,51.027,978.289,18.315,0.004,0.925,0.015,0.803,0.006,4830.0
5540,509.797,978.759,20.56,0.014,0.714,0.03,0.546,0.019,4831.0
5541,680.995,979.0,17.653,0.004,0.996,0.007,0.756,0.005,4832.0
5542,442.669,978.94,18.933,0.005,0.969,0.01,0.706,0.007,4833.0
5543,576.004,979.007,20.837,0.024,0.764,0.034,0.503,0.031,4834.0
5544,832.447,979.824,21.36,0.029,0.755,0.045,0.55,0.039,4835.0
5545,769.311,980.077,21.36,0.032,0.714,0.055,0.581,0.04,4836.0
5546,272.812,980.518,21.317,0.027,0.807,0.049,0.499,0.032,4837.0
5547,790.472,981.41,20.229,0.01,0.71,0.02,0.529,0.018,4838.0
5548,20.473,981.327,20.137,0.014,0.663,0.028,0.509,0.018,4839.0
5549,751.892,981.752,21.574,0.029,0.83,0.049,0.492,0.042,4840.0
5550,320.615,982.136,21.399,0.028,0.821,0.056,0.593,0.04,4841.0
5551,506.188,982.474,20.63,0.015,0.77,0.027,0.481,0.02,4842.0
5552,587.59,983.002,16.515,0.002,0.918,0.007,0.662,0.003,4844.0
5553,740.889,983.492,20.42,0.02,0.716,0.033,0.513,0.024,4845.0
5554,442.428,983.483,20.481,0.015,0.72,0.027,0.487,0.023,4846.0
5555,762.652,983.682,21.457,0.029,0.793,0.05,0.649,0.041,4847.0
5556,965.072,983.908,20.833,0.019,0.734,0.03,0.554,0.024,4848.0
5557,478.304,983.989,20.061,0.009,0.719,0.02,0.4,0.031,4849.0
5558,127.783,984.142,21.785,0.035,0.924,0.07,0.705,0.055,4850.0
5559,811.52,984.517,19.435,0.007,0.846,0.012,0.608,0.009,4851.0
5560,849.466,984.649,20.29,0.013,0.712,0.026,0.49,0.018,4852.0
5561,1009.92,984.947,20.522,0.013,0.761,0.025,0.522,0.022,4853.0
5562,314.641,985.538,21.209,0.073,0.701,0.085,0.674,0.076,4854.0
5563,513.501,986.258,21.311,0.023,0.838,0.045,0.472,0.034,4855.0
5564,854.433,987.075,21.758,0.039,0.833,0.06,0.65,0.052,4857.0
5565,816.303,986.913,19.915,0.011,0.725,0.019,0.49,0.02,4858.0
5566,272.48,986.883,22.059,0.056,1.028,0.093,0.669,0.076,4859.0
5567,380.222,987.079,21.189,0.02,0.738,0.039,0.599,0.028,4860.0
5568,749.703,987.242,21.394,0.026,0.721,0.05,0.585,0.036,4861.0
5569,993.453,987.514,21.537,0.037,0.716,0.057,0.642,0.045,4862.0
5570,707.471,987.751,21.467,0.028,0.74,0.058,0.633,0.038,4863.0
5571,286.349,987.629,20.692,0.012,0.676,0.025,0.495,0.021,4864.0
5572,405.991,987.879,19.013,0.005,0.942,0.009,0.702,0.007,4865.0
5573,294.703,987.972,20.984,0.023,0.75,0.038,0.511,0.027,4866.0
5574,679.145,988.151,21.518,0.035,0.86,0.052,0.539,0.047,4867.0
5575,540.563,988.283,16.714,0.003,0.337,0.008,0.172,0.004,4868.0
5576,148.485,988.14,19.229,0.007,0.923,0.013,0.674,0.009,4869.0
5577,65.435,988.229,19.489,0.006,0.732,0.018,0.5,0.009,4870.0
5578,792.013,990.11,21.148,0.025,0.695,0.043,0.613,0.038,4871.0
5579,687.283,991.0,20.842,0.022,2.233,0.026,1.52,0.043,4872.0
5580,569.619,991.137,20.682,0.028,0.739,0.067,0.525,0.036,4873.0
5581,466.041,991.734,21.152,0.019,0.697,0.036,0.627,0.031,4875.0
5582,429.985,992.047,18.999,0.008,0.943,0.012,0.687,0.01,4876.0
5583,389.838,992.279,21.445,0.034,0.834,0.051,0.62,0.042,4878.0
5584,761.372,992.533,19.957,0.01,0.71,0.016,0.473,0.013,4879.0
5585,234.426,992.484,21.195,0.02,0.767,0.045,0.517,0.031,4880.0
5586,230.869,995.103,20.573,0.014,0.685,0.024,0.523,0.019,4881.0
5587,272.538,992.568,21.862,0.048,0.796,0.066,0.659,0.062,4882.0
5588,330.423,992.663,21.779,0.04,0.823,0.06,0.673,0.055,4883.0
5589,253.865,993.014,21.431,0.083,0.642,0.096,0.747,0.088,4884.0
5590,488.054,993.338,21.43,0.04,0.816,0.056,0.516,0.051,4885.0
5591,582.449,996.031,20.349,0.021,0.71,0.029,0.467,0.03,4886.0
5592,693.428,994.595,21.634,0.027,0.902,0.048,0.682,0.041,4890.0
5593,654.712,995.067,19.14,0.006,0.913,0.012,0.672,0.009,4891.0
5594,651.787,998.085,20.125,0.011,0.715,0.02,0.519,0.014,4892.0
5595,683.535,995.277,21.091,0.023,0.747,0.04,0.458,0.03,4893.0
5596,718.584,995.885,20.921,0.021,0.74,0.035,0.532,0.026,4895.0
5597,425.288,995.753,20.076,0.019,0.721,0.03,0.519,0.028,4896.0
5598,770.206,996.31,20.808,0.032,0.774,0.053,0.583,0.048,4897.0
5599,182.677,996.146,16.893,0.005,0.855,0.011,0.68,0.006,4898.0
5600,985.206,996.661,20.956,0.022,0.942,0.035,0.835,0.038,4899.0
5601,709.791,996.582,21.003,0.023,0.723,0.044,0.529,0.03,4900.0
5602,382.12,996.457,21.967,0.045,0.843,0.078,0.559,0.06,4901.0
5603,246.274,996.634,19.989,0.017,0.707,0.032,0.479,0.025,4902.0
5604,544.638,997.002,21.665,0.032,0.877,0.057,0.624,0.049,4903.0
5605,438.869,997.151,21.842,0.05,0.812,0.073,0.6,0.062,4904.0
5606,369.123,996.983,21.636,0.028,0.935,0.047,0.624,0.042,4905.0
5607,744.83,997.657,21.412,0.03,0.806,0.056,0.565,0.041,4908.0
5608,200.272,1002.83,21.961,0.037,0.894,0.061,0.426,0.063,4910.0
5609,479.491,998.956,20.78,0.016,0.834,0.035,0.596,0.024,4911.0
5610,196.15,998.87,21.095,0.021,0.814,0.041,0.451,0.038,4912.0
5611,576.285,999.085,21.581,0.025,1.095,0.045,0.719,0.041,4913.0
5612,567.19,999.856,21.295,0.022,0.822,0.045,0.51,0.03,4914.0
5613,461.448,999.958,20.361,0.012,0.703,0.025,0.459,0.016,4916.0
5614,532.925,1000.0,19.637,0.008,0.796,0.014,0.535,0.011,4917.0
5615,5.505,999.826,17.043,0.006,1.041,0.017,0.88,0.009,4918.0
5616,631.319,1000.42,21.538,0.031,1.039,0.051,0.704,0.043,4919.0
5617,290.421,1000.4,19.595,0.024,0.685,0.043,0.493,0.031,4920.0
5618,365.27,1000.65,20.763,0.02,0.805,0.027,0.448,0.025,4921.0
5619,279.862,1000.74,21.001,0.024,0.783,0.037,0.471,0.032,4922.0
5620,594.093,1000.84,16.365,0.002,1.078,0.005,0.851,0.003,4923.0
5621,318.46,1000.9,20.959,0.016,0.779,0.03,0.486,0.021,4924.0
5622,76.326,1001.25,19.572,0.008,0.759,0.018,0.538,0.011,4925.0
5623,510.854,1001.45,18.657,0.01,0.954,0.02,0.672,0.014,4926.0
5624,856.161,1001.53,21.292,0.023,0.816,0.039,0.625,0.036,4927.0
5625,61.275,1001.71,21.901,0.049,0.809,0.076,0.633,0.06,4930.0
5626,751.894,1001.99,18.57,0.005,0.951,0.009,0.712,0.007,4931.0
5627,358.613,1001.98,19.299,0.008,0.918,0.014,0.655,0.011,4932.0
5628,608.215,1002.3,20.747,0.025,0.687,0.04,0.51,0.032,4933.0
5629,708.751,1003.31,20.509,0.012,0.658,0.026,0.49,0.019,4934.0
5630,391.463,1003.53,21.206,0.021,0.776,0.037,0.547,0.03,4936.0
5631,436.794,1003.86,20.78,0.021,0.741,0.033,0.48,0.025,4937.0
5632,721.402,1004.28,19.817,0.009,0.74,0.015,0.512,0.012,4939.0
5633,224.009,1004.94,20.359,0.012,0.701,0.022,0.465,0.016,4940.0
5634,968.498,1005.5,21.113,0.027,0.992,0.043,1.005,0.047,4942.0
5635,649.546,1005.28,19.212,0.006,0.905,0.013,0.687,0.008,4943.0
5636,826.96,1005.56,20.464,0.015,0.688,0.026,0.493,0.018,4944.0
5637,422.934,1007.2,20.821,0.02,0.777,0.048,0.523,0.026,4945.0
5638,361.181,6.825,20.913,0.017,0.801,0.036,0.499,0.025,4949.0
5639,417.83,6.78,20.062,0.028,0.863,0.037,0.714,0.043,4950.0
5640,76.927,9.54,18.716,0.008,0.67,0.018,0.528,0.011,4951.0
5641,567.073,11.267,20.059,0.015,0.695,0.03,0.465,0.021,4952.0
5642,585.838,14.405,21.16,0.065,0.687,0.121,0.592,0.08,4953.0
5643,978.769,15.384,20.886,0.021,0.632,0.036,0.53,0.029,4954.0
5644,994.123,18.674,20.561,0.019,0.646,0.036,0.518,0.025,4955.0
